ID,Estimated Speedup [%],Function Name,Demangled Name,Duration [us],Runtime Improvement [us],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread],Grid Size,Block Size [block],Result Type,Cycles [cycle]
856,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.70,0.00,80.71,28.59,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"102,946"
857,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.83,0.00,80.90,28.65,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,183"
858,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.80,0.00,80.72,28.59,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,096"
859,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.83,0.00,80.83,28.63,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,120"
860,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.77,0.00,80.73,28.59,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,081"
861,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.90,0.00,80.72,28.59,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,242"
862,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,0.00,80.78,28.61,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,361"
863,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.83,0.00,80.92,28.66,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,185"
864,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.70,0.00,80.84,28.63,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"102,995"
865,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.02,0.00,80.88,28.65,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,435"
866,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.09,0.00,80.83,28.63,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,513"
867,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.83,0.00,80.82,28.62,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,146"
868,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.83,0.00,80.88,28.64,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,135"
869,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.90,0.00,80.83,28.63,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,272"
870,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.86,0.00,80.82,28.63,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,196"
871,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.83,0.00,80.90,28.65,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,165"
872,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.80,0.00,80.82,28.63,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,127"
873,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,0.00,80.80,28.61,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,309"
874,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.80,0.00,80.85,28.63,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,089"
875,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.83,0.00,80.85,28.63,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,161"
876,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.83,0.00,80.89,28.65,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,162"
877,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.77,0.00,80.85,28.63,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,063"
878,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.77,0.00,80.79,28.61,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,079"
879,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.83,0.00,80.81,28.62,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,181"
880,97.37,csr_partition_kernel,..csr_partition_kernel..,8.51,8.29,0.08,1.25,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,694"
881,8.21,csrmv_v3_kernel,..integral_constant..,18.62,1.53,33.70,44.63,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,879"
882,97.37,csr_partition_kernel,..csr_partition_kernel..,8.54,8.32,0.08,1.25,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,711"
883,9.90,csrmv_v3_kernel,..integral_constant..,18.62,1.84,34.40,44.68,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,813"
884,97.37,csr_partition_kernel,..csr_partition_kernel..,8.48,8.26,0.08,1.27,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,603"
885,10.90,csrmv_v3_kernel,..integral_constant..,18.40,2.01,35.27,45.22,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,529"
886,97.37,csr_partition_kernel,..csr_partition_kernel..,8.51,8.29,0.08,1.26,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,680"
887,6.86,csrmv_v3_kernel,..integral_constant..,18.72,1.28,34.96,44.50,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,962"
888,97.37,csr_partition_kernel,..csr_partition_kernel..,8.42,8.19,0.08,1.27,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,488"
889,7.74,csrmv_v3_kernel,..integral_constant..,18.85,1.46,34.46,44.09,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"28,178"
890,97.37,csr_partition_kernel,..csr_partition_kernel..,8.61,8.38,0.08,1.24,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,830"
891,9.75,csrmv_v3_kernel,..integral_constant..,18.78,1.83,34.57,44.33,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"28,073"
892,97.37,csr_partition_kernel,..csr_partition_kernel..,8.38,8.16,0.08,1.27,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,503"
893,10.17,csrmv_v3_kernel,..integral_constant..,18.37,1.87,34.83,45.33,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,457"
894,97.37,csr_partition_kernel,..csr_partition_kernel..,8.64,8.41,0.08,1.37,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,873"
895,10.01,csrmv_v3_kernel,..integral_constant..,18.53,1.85,34.96,44.81,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,757"
896,97.37,csr_partition_kernel,..csr_partition_kernel..,8.58,8.35,0.08,1.25,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,739"
897,8.98,csrmv_v3_kernel,..integral_constant..,18.56,1.67,34.71,44.81,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,751"
898,97.37,csr_partition_kernel,..csr_partition_kernel..,8.48,8.26,0.08,1.26,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,609"
899,9.82,csrmv_v3_kernel,..integral_constant..,18.75,1.84,34.14,44.36,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"28,053"
900,97.37,csr_partition_kernel,..csr_partition_kernel..,8.38,8.16,0.08,1.28,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,468"
901,9.20,csrmv_v3_kernel,..integral_constant..,18.66,1.72,35.02,44.60,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,901"
902,97.37,csr_partition_kernel,..csr_partition_kernel..,8.32,8.10,0.08,1.29,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,399"
903,8.95,csrmv_v3_kernel,..integral_constant..,18.59,1.66,34.56,44.84,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,761"
904,97.37,csr_partition_kernel,..csr_partition_kernel..,8.42,8.19,0.08,1.58,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,540"
905,8.11,csrmv_v3_kernel,..integral_constant..,18.75,1.52,34.92,44.40,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"28,034"
906,97.37,csr_partition_kernel,..csr_partition_kernel..,8.54,8.32,0.08,1.26,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,687"
907,10.09,csrmv_v3_kernel,..integral_constant..,18.53,1.87,34.99,44.98,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,665"
908,97.37,csr_partition_kernel,..csr_partition_kernel..,8.32,8.10,0.08,1.34,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,384"
909,9.21,csrmv_v3_kernel,..integral_constant..,18.59,1.71,34.90,44.73,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,823"
910,97.37,csr_partition_kernel,..csr_partition_kernel..,8.38,8.16,0.08,1.28,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,472"
911,9.22,csrmv_v3_kernel,..integral_constant..,18.53,1.71,34.45,45.01,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,681"
912,97.37,csr_partition_kernel,..csr_partition_kernel..,8.38,8.16,0.08,1.28,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,480"
913,8.92,csrmv_v3_kernel,..integral_constant..,18.56,1.66,34.60,44.87,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,770"
914,97.37,csr_partition_kernel,..csr_partition_kernel..,8.51,8.29,0.07,1.25,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,682"
915,9.17,csrmv_v3_kernel,..integral_constant..,18.69,1.71,34.31,44.46,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,958"
916,97.37,csr_partition_kernel,..csr_partition_kernel..,8.45,8.23,0.08,1.34,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,539"
917,8.78,csrmv_v3_kernel,..integral_constant..,18.53,1.63,34.43,45.15,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,701"
918,97.37,csr_partition_kernel,..csr_partition_kernel..,8.58,8.35,0.08,1.59,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,781"
919,8.41,csrmv_v3_kernel,..integral_constant..,18.56,1.56,35.22,45.14,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,777"
920,97.37,csr_partition_kernel,..csr_partition_kernel..,8.32,8.10,0.08,1.28,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,405"
921,10.32,csrmv_v3_kernel,..integral_constant..,18.59,1.92,34.93,44.80,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,771"
922,97.37,csr_partition_kernel,..csr_partition_kernel..,8.42,8.19,0.08,1.27,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,503"
923,10.28,csrmv_v3_kernel,..integral_constant..,18.66,1.92,34.65,44.63,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,858"
924,97.37,csr_partition_kernel,..csr_partition_kernel..,8.45,8.23,0.08,1.27,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,592"
925,10.17,csrmv_v3_kernel,..integral_constant..,18.69,1.90,35.17,44.18,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,898"
926,97.37,csr_partition_kernel,..csr_partition_kernel..,8.29,8.07,0.08,1.29,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,323"
927,8.82,csrmv_v3_kernel,..integral_constant..,18.62,1.64,34.74,44.67,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,818"
928,97.37,csr_partition_kernel,..csr_partition_kernel..,8.54,8.32,0.08,1.25,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,697"
929,8.34,csrmv_v3_kernel,..integral_constant..,18.59,1.55,33.51,44.92,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,791"
930,97.37,csr_partition_kernel,..csr_partition_kernel..,8.42,8.19,0.08,1.27,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,514"
931,10.28,csrmv_v3_kernel,..integral_constant..,18.62,1.91,34.49,44.63,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,859"
932,97.37,csr_partition_kernel,..csr_partition_kernel..,8.64,8.41,0.08,1.24,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,870"
933,8.30,csrmv_v3_kernel,..integral_constant..,18.53,1.54,34.68,44.91,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,708"
934,97.37,csr_partition_kernel,..csr_partition_kernel..,8.42,8.19,0.08,1.60,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,526"
935,9.17,csrmv_v3_kernel,..integral_constant..,18.50,1.70,33.88,44.98,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,650"
936,97.37,csr_partition_kernel,..csr_partition_kernel..,8.54,8.32,0.08,1.25,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,727"
937,8.69,csrmv_v3_kernel,..integral_constant..,18.53,1.61,34.68,44.87,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,734"
938,97.37,csr_partition_kernel,..csr_partition_kernel..,8.54,8.32,0.08,1.25,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,710"
939,8.57,csrmv_v3_kernel,..integral_constant..,18.66,1.60,34.17,44.60,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,891"
940,97.37,csr_partition_kernel,..csr_partition_kernel..,8.35,8.13,0.07,1.27,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,476"
941,8.69,csrmv_v3_kernel,..integral_constant..,18.72,1.63,34.68,44.46,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,980"
942,97.37,csr_partition_kernel,..csr_partition_kernel..,8.58,8.35,0.08,1.25,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,733"
943,7.30,csrmv_v3_kernel,..integral_constant..,18.50,1.35,34.77,44.94,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,624"
944,97.37,csr_partition_kernel,..csr_partition_kernel..,8.42,8.19,0.08,1.27,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,526"
945,10.03,csrmv_v3_kernel,..integral_constant..,18.66,1.87,35.44,44.57,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,926"
946,97.37,csr_partition_kernel,..csr_partition_kernel..,8.29,8.07,0.08,1.29,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,328"
947,9.95,csrmv_v3_kernel,..integral_constant..,18.34,1.82,34.91,45.32,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,432"
948,97.37,csr_partition_kernel,..csr_partition_kernel..,8.51,8.29,0.08,1.25,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,694"
949,8.76,csrmv_v3_kernel,..integral_constant..,18.40,1.61,35.15,45.28,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,498"
950,97.37,csr_partition_kernel,..csr_partition_kernel..,8.42,8.19,0.08,1.27,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,552"
951,7.73,csrmv_v3_kernel,..integral_constant..,18.53,1.43,34.30,44.90,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,726"
952,97.37,csr_partition_kernel,..csr_partition_kernel..,8.38,8.16,0.08,1.32,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,464"
953,8.72,csrmv_v3_kernel,..integral_constant..,18.50,1.61,34.61,44.94,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,663"
954,97.37,csr_partition_kernel,..csr_partition_kernel..,8.35,8.13,0.08,1.32,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,405"
955,9.59,csrmv_v3_kernel,..integral_constant..,18.59,1.78,33.63,44.77,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,832"
956,97.37,csr_partition_kernel,..csr_partition_kernel..,8.38,8.16,0.08,1.28,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,490"
957,6.85,csrmv_v3_kernel,..integral_constant..,18.62,1.28,34.80,44.72,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,866"
958,97.37,csr_partition_kernel,..csr_partition_kernel..,8.64,8.41,0.08,1.24,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,841"
959,7.28,csrmv_v3_kernel,..integral_constant..,18.82,1.37,34.76,45.62,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"28,068"
960,97.37,csr_partition_kernel,..csr_partition_kernel..,8.58,8.35,0.08,1.27,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,741"
961,8.95,csrmv_v3_kernel,..integral_constant..,18.85,1.69,35.08,44.19,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"28,162"
962,97.37,csr_partition_kernel,..csr_partition_kernel..,8.48,8.26,0.08,1.26,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,594"
963,9.78,csrmv_v3_kernel,..integral_constant..,18.46,1.81,35.07,45.01,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,603"
964,97.37,csr_partition_kernel,..csr_partition_kernel..,8.51,8.29,0.08,1.26,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,651"
965,8.15,csrmv_v3_kernel,..integral_constant..,18.56,1.51,34.17,44.91,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,714"
966,97.37,csr_partition_kernel,..csr_partition_kernel..,8.45,8.23,0.08,1.26,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,627"
967,8.98,csrmv_v3_kernel,..integral_constant..,18.56,1.67,33.99,44.81,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,765"
968,97.37,csr_partition_kernel,..csr_partition_kernel..,8.29,8.07,0.08,1.29,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,355"
969,10.21,csrmv_v3_kernel,..integral_constant..,18.62,1.90,35.31,44.64,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,867"
970,97.37,csr_partition_kernel,..csr_partition_kernel..,8.51,8.29,0.08,1.25,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,669"
971,9.20,csrmv_v3_kernel,..integral_constant..,18.37,1.69,34.21,45.22,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,487"
972,97.37,csr_partition_kernel,..csr_partition_kernel..,8.48,8.26,0.08,1.26,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,650"
973,9.25,csrmv_v3_kernel,..integral_constant..,18.69,1.73,35.02,44.58,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,922"
974,97.37,csr_partition_kernel,..csr_partition_kernel..,8.42,8.19,0.08,1.27,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,544"
975,9.96,csrmv_v3_kernel,..integral_constant..,18.72,1.86,34.12,44.50,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,953"
976,97.37,csr_partition_kernel,..csr_partition_kernel..,8.48,8.26,0.08,1.26,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,623"
977,9.41,csrmv_v3_kernel,..integral_constant..,18.62,1.75,34.27,44.67,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,882"
978,97.37,csr_partition_kernel,..csr_partition_kernel..,8.54,8.32,0.08,1.25,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,738"
979,9.70,csrmv_v3_kernel,..integral_constant..,18.69,1.81,34.99,44.59,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,883"
980,97.37,csr_partition_kernel,..csr_partition_kernel..,8.54,8.32,0.08,1.25,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,731"
981,10.24,csrmv_v3_kernel,..integral_constant..,18.53,1.90,34.14,44.88,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,704"
982,97.37,csr_partition_kernel,..csr_partition_kernel..,8.35,8.13,0.07,1.28,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,432"
983,8.94,csrmv_v3_kernel,..integral_constant..,18.75,1.68,34.72,44.45,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"28,010"
984,97.37,csr_partition_kernel,..csr_partition_kernel..,8.38,8.16,0.08,1.27,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,512"
985,9.87,csrmv_v3_kernel,..integral_constant..,18.69,1.84,35.05,44.50,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,962"
986,97.37,csr_partition_kernel,..csr_partition_kernel..,8.45,8.23,0.08,1.37,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,585"
987,8.09,csrmv_v3_kernel,..integral_constant..,18.53,1.50,35.13,44.81,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,692"
988,97.37,csr_partition_kernel,..csr_partition_kernel..,8.38,8.16,0.08,1.28,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,463"
989,9.81,csrmv_v3_kernel,..integral_constant..,18.59,1.82,34.80,44.91,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,791"
990,97.37,csr_partition_kernel,..csr_partition_kernel..,8.38,8.16,0.08,1.28,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,475"
991,8.36,csrmv_v3_kernel,..integral_constant..,18.72,1.56,33.78,44.50,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,955"
992,97.37,csr_partition_kernel,..csr_partition_kernel..,8.54,8.32,0.08,1.25,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,711"
993,10.78,csrmv_v3_kernel,..integral_constant..,18.78,2.03,34.52,44.26,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"28,072"
994,97.37,csr_partition_kernel,..csr_partition_kernel..,8.29,8.07,0.08,1.29,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,346"
995,9.11,csrmv_v3_kernel,..integral_constant..,18.43,1.68,34.03,44.90,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,523"
996,97.37,csr_partition_kernel,..csr_partition_kernel..,8.58,8.35,0.08,2.62,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,768"
997,10.53,csrmv_v3_kernel,..integral_constant..,18.50,1.95,35.37,45.11,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,610"
998,97.37,csr_partition_kernel,..csr_partition_kernel..,8.54,8.32,0.07,1.25,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,714"
999,9.06,csrmv_v3_kernel,..integral_constant..,18.78,1.70,34.82,44.26,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"28,092"
1000,97.37,csr_partition_kernel,..csr_partition_kernel..,8.48,8.26,0.08,1.31,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,647"
1001,9.89,csrmv_v3_kernel,..integral_constant..,18.53,1.83,34.61,44.88,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,712"
1002,97.37,csr_partition_kernel,..csr_partition_kernel..,8.42,8.19,0.08,1.27,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,563"
1003,9.43,csrmv_v3_kernel,..integral_constant..,18.50,1.74,34.75,44.97,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,671"
1004,97.37,csr_partition_kernel,..csr_partition_kernel..,8.35,8.13,0.08,1.28,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,445"
1005,9.15,csrmv_v3_kernel,..integral_constant..,18.98,1.74,34.23,47.40,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"28,373"
1006,97.37,csr_partition_kernel,..csr_partition_kernel..,8.54,8.32,0.08,1.25,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,695"
1007,9.12,csrmv_v3_kernel,..integral_constant..,18.59,1.70,34.63,44.76,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,789"
1008,97.37,csr_partition_kernel,..csr_partition_kernel..,8.38,8.16,0.08,1.32,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,504"
1009,8.50,csrmv_v3_kernel,..integral_constant..,18.78,1.60,34.07,44.30,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"28,080"
1010,97.37,csr_partition_kernel,..csr_partition_kernel..,8.42,8.19,0.08,2.33,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,532"
1011,7.81,csrmv_v3_kernel,..integral_constant..,18.59,1.45,34.25,44.74,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,761"
1012,97.37,csr_partition_kernel,..csr_partition_kernel..,8.45,8.23,0.07,1.27,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,601"
1013,9.65,csrmv_v3_kernel,..integral_constant..,18.66,1.80,35.10,44.63,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,903"
1014,97.37,csr_partition_kernel,..csr_partition_kernel..,8.45,8.23,0.08,1.26,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,572"
1015,9.52,csrmv_v3_kernel,..integral_constant..,18.56,1.77,34.15,44.82,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,749"
1016,97.37,csr_partition_kernel,..csr_partition_kernel..,8.54,8.32,0.08,1.25,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,705"
1017,8.55,csrmv_v3_kernel,..integral_constant..,18.62,1.59,34.76,44.75,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,837"
1018,97.37,csr_partition_kernel,..csr_partition_kernel..,8.38,8.16,0.07,1.27,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,472"
1019,8.69,csrmv_v3_kernel,..integral_constant..,18.62,1.62,34.98,44.74,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,804"
1020,97.37,csr_partition_kernel,..csr_partition_kernel..,8.45,8.23,0.08,1.27,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,572"
1021,8.71,csrmv_v3_kernel,..integral_constant..,18.59,1.62,34.35,44.75,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,825"
1022,97.37,csr_partition_kernel,..csr_partition_kernel..,8.42,8.19,0.08,1.27,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,550"
1023,9.81,csrmv_v3_kernel,..integral_constant..,18.56,1.82,34.66,44.81,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,731"
1024,97.37,csr_partition_kernel,..csr_partition_kernel..,8.35,8.13,0.08,1.37,22,"    2,    1,    1","  256,    1,    1",Kernel: SIMT,"12,424"
1025,9.25,csrmv_v3_kernel,..integral_constant..,18.66,1.73,34.80,44.60,56,"  319,    1,    1","  128,    1,    1",Kernel: SIMT,"27,901"
